Year,Month,Day,Time,Speed(in MPH)n2021,10,29,12:09:49,59.36753432838023,0
2021,10,29,12:09:52,59.36753432838023,0
2021,10,29,12:09:54,66.27272727272728,0
2021,10,29,12:10:00,60.722101031823726,0
2021,10,29,12:10:02,72.52340744958948,0
2021,10,29,12:10:03,66.68056328992098,0
2021,10,29,12:10:05,66.27272727272728,0
2021,10,29,12:10:06,74.00362957370837,0
2021,10,29,12:10:19,46.57172554066159,0
2021,10,29,12:10:26,58.90909090909091,0
2021,10,29,12:10:30,39.654395397990434,0
2021,10,29,12:10:31,75.09465101836645,0
2021,10,29,12:10:39,44.18181818181818,0
2021,10,29,12:10:43,51.54545454545454,0
2021,10,29,12:10:45,81.33402203565164,0
2021,10,29,12:10:48,44.791251359468696,0
2021,10,29,12:15:13,59.36753432838023,0
2021,10,29,12:15:16,59.36753432838023,0
2021,10,29,12:15:18,66.27272727272728,0
2021,10,29,12:15:24,60.722101031823726,0
2021,10,29,12:15:26,72.52340744958948,0
2021,10,29,12:15:27,66.68056328992098,0
2021,10,29,12:15:29,66.27272727272728,0
2021,10,29,12:15:30,74.00362957370837,0
2021,10,29,12:15:43,46.57172554066159,0
2021,10,29,12:15:50,58.90909090909091,0
2021,10,29,12:15:55,39.654395397990434,0
2021,10,29,12:15:55,75.09465101836645,0
2021,10,29,12:16:03,44.18181818181818,0
2021,10,29,12:16:07,51.54545454545454,0
2021,10,29,12:16:09,81.33402203565164,0
2021,10,29,12:16:11,44.791251359468696,0
2021,10,29,12:16:17,52.068772069191226,0
2021,10,29,12:16:18,44.18181818181818,0
2021,10,29,12:16:22,51.54545454545454,0
2021,10,29,12:16:26,44.791251359468696,0
2021,10,29,12:16:40,39.654395397990434,0
2021,10,29,12:16:45,66.68056328992098,0
2021,10,29,12:16:46,44.791251359468696,0
2021,10,29,12:16:50,59.36753432838023,0
2021,10,29,12:16:50,30.361050515911863,0
2021,10,29,12:17:01,44.18181818181818,0
2021,10,29,12:17:04,75.09465101836645,0
2021,10,29,12:17:08,44.18181818181818,0
2021,10,29,12:17:15,32.93118294136053,0
2021,10,29,12:17:18,36.81818181818182,0
2021,10,29,12:17:27,53.0999369659242,0
2021,10,29,12:17:41,44.791251359468696,0
